peopleid;first_name;surname;born;died;gender
761;Kenny;Baker;1934;2016;M
762;Phil;Baker;1896;1963;M
763;Robert S.;Baker;1916;2009;M
764;Roy Ward;Baker;1916;2010;M
765;Sala;Baker;1976;;M
766;Simon;Baker;1969;;M
767;Stanley;Baker;1928;1976;M
768;William;Bakewell;1908;1993;M
769;Brenda;Bakke;1963;;F
770;Ishaya;Bako;1986;;M
771;Ralph;Bakshi;1938;;M
772;Scott;Bakula;1954;;M
773;Vincent;Bal;1971;;M
774;;Bala;1982;;M
775;Bob;Balaban;1945;;M
776;Aleksei;Balabanov;1959;2013;M
777;K.;Balachander;1930;2014;M
778;Sundaram;Balachander;1927;1990;M
779;Patrick;Baladi;1971;;M
780;Jaume;Balagueró;1968;;M
781;;Balaiah;1953;;M
782;T. S.;Balaiah;1914;1972;M
783;K.;Balaji;1934;2009;M
784;Nandamuri;Balakrishna;1960;;M
785;Vidya;Balan;1979;;F
786;Belinda;Balaski;1947;;F
787;Josiane;Balasko;1950;;F
788;S. P.;Balasubrahmanyam;1946;;M
789;Max;Baldry;1996;;M
790;Adam;Baldwin;1962;;M
791;Alec;Baldwin;1958;;M
792;Daniel;Baldwin;1960;;M
793;Stephen;Baldwin;1966;;M
794;William;Baldwin;1963;;M
795;Christian;Bale;1974;;M
796;Betty;Balfour;1903;1977;F
797;Eric;Balfour;1977;;M
798;Jeanne;Balibar;1968;;F
799;Ina;Balin;1937;1990;F
800;Eszter;Balint;1966;;F
801;Fairuza;Balk;1974;;F
802;Angeline;Ball;1969;;F
803;Lucille;Ball;1911;1989;F
804;Suzan;Ball;1934;1955;F
805;Wes;Ball;1980;;M
806;Carl;Ballantine;1917;2009;M
807;Linda;Ballantyne;1964;;F
808;Carroll;Ballard;1937;;M
809;Erik;Balling;1924;2005;M
810;Jean-François;Balmer;1946;;M
811;Zainab;Balogun;1989;;F
812;Martin;Balsam;1919;1996;M
813;Robert;Balser;1927;2016;M
814;Lajos;Balázsovits;1946;;M
815;Eric;Bana;1968;;M
816;Anne;Bancroft;1931;2005;F
817;George;Bancroft;1882;1956;M
818;Tony;Bancroft;1967;;M
819;Biyi;Bandele;1967;;M
820;Antonio;Banderas;1960;;M
821;Mitsugoro;Bando;1956;2015;M
822;Bhanu;Bandopadhyay;1920;1983;M
823;Haradhan;Bandopadhyay;1926;2013;M
824;Karuna;Bandyopadhyay;1919;;F
825;Dibakar;Banerjee;1969;;M
826;Kanu;Banerjee;1905;1985;M
827;Karuna;Banerjee;1919;2001;F
828;Rahul;Banerjee;1983;;F
829;Sarvadaman;Banerjee;1965;;M
830;Victor;Banerjee;1946;;M
831;Carolina;Bang;1985;;F
832;Claes;Bang;1967;;M
833;Indra;Bania;1942;2015;M
834;Mira;Banjac;1929;;F
835;Tallulah;Bankhead;1902;1968;F
836;Elizabeth;Banks;1974;;F
837;Jonathan;Banks;1947;;M
838;Leslie;Banks;1890;1952;M
839;Monty;Banks;1897;1950;M
840;Ian;Bannen;1928;1999;M
841;David;Banner;1974;;M
842;Jill;Banner;1946;1982;F
843;Sarah;Bannier;1990;;F
844;Naseem;Banu;1916;2002;F
845;Saira;Banu;1944;;F
846;Bei'er;Bao;1984;;M
847;Beier;Bao;1984;;M
848;Guo'an;Bao;1946;;M
849;Jianfeng;Bao;1975;;M
850;;Bapu;1946;2014;M
851;Ivana;Baquero;1994;;F
852;Theda;Bara;1885;1955;F
853;Henry;Barakat;1912;1997;M
854;Henryk;Baranowski;1943;2013;M
855;Christine;Baranski;1952;;F
856;Adrienne;Barbeau;1945;;F
857;Joseph;Barbera;1911;2006;M
858;Katie;Barberi;1972;;F
859;Christian;Barbier;1924;2009;M
860;Don;Barclay;1892;1975;M
861;Mary;Barclay;1916;2008;F
862;Roy;Barcroft;1902;1969;M
863;Ben;Bard;1893;1974;M
864;Carlos;Bardem;1963;;M
865;Javier;Bardem;1969;;M
866;Juan Antonio;Bardem;1922;2002;M
867;Miguel;Bardem;1964;;M
868;Jessica;Barden;1992;;F
869;Aleksander;Bardini;1913;1995;M
870;Brigitte;Bardot;1934;;F
871;Mijanou;Bardot;1938;;F
872;Richard L.;Bare;1913;2015;M
873;Arija;Bareikis;1966;;F
874;Tawfeek;Barhom;1990;;M
875;Lynn;Bari;1913;1989;F
876;Norah;Baring;1905;1985;F
877;Ike;Barinholtz;1977;;M
878;Sooraj R.;Barjatya;1964;;F
879;Geoffrey;Barkas;1896;1979;M
880;Clive;Barker;1952;;M
881;Eric;Barker;1912;1990;M
882;Lex;Barker;1919;1973;M
883;Mike;Barker;1965;;M
884;Reginald;Barker;1886;1945;M
885;Ronnie;Barker;1929;2005;M
886;Ellen;Barkin;1954;;F
887;Reginald;Barlow;1866;1943;M
888;Tim;Barlow;1936;;M
889;Aneurin;Barnard;1987;;M
890;Ben;Barnes;1981;;M
891;Binnie;Barnes;1903;1998;F
892;Chris;Barnes;1965;;M
893;Christopher Daniel;Barnes;1972;;M
894;Joanna;Barnes;1934;;F
895;Priscilla;Barnes;1955;;F
896;Boris;Barnet;1902;1965;M
897;Samuel;Barnett;1980;;M
898;Ivan;Barnev;1973;;M
899;Ruby;Barnhill;2004;;F
900;Daniel;Barnz;1970;;M
901;Sacha;Baron Cohen;1971;;M
902;Juliana;Baroni;1978;;F
903;Lucien;Baroux;1888;1968;M
904;Byron;Barr;1917;1966;M
905;Jean-Marc;Barr;1960;;M
906;Roseanne;Barr;1952;;F
907;María;Barranco;1961;;F
908;Christophe;Barratier;1963;;M
909;Jean-Louis;Barrault;1910;1994;M
910;Marie-Christine;Barrault;1944;;F
911;Gérard;Barray;1931;;M
912;Adriana;Barraza;1956;;F
913;Bruno;Barreto;1955;;M
914;Fábio;Barreto;1957;;M
915;Lima;Barreto;1906;1982;M
916;Claudia;Barrett;1929;;F
917;Michel;Barrette;1957;;M
918;Barbara;Barrie;1931;;F
919;Chris;Barrie;1960;;M
920;Elaine;Barrie;1915;2003;F
921;Wendy;Barrie;1912;1978;F
922;Edgar;Barrier;1907;1964;M
923;Harry;Barris;1905;1962;M
924;Steve;Barron;1956;;M
925;Alba Raquel;Barros;1952;;F
926;Diana;Barrows;1952;;F
927;George;Barrows;1914;1994;M
928;Gene;Barry;1919;2009;M
929;Jason;Barry;1972;;M
930;Phyllis;Barry;1908;1954;F
931;Raymond J.;Barry;1939;;M
932;Thom;Barry;1950;;M
933;Tony;Barry;1941;;M
934;Drew;Barrymore;1975;;F
935;Ethel;Barrymore;1879;1959;F
936;John;Barrymore;1882;1942;M
937;John Drew;Barrymore;1932;2004;M
938;Lionel;Barrymore;1878;1954;M
939;Eddie;Barth;1931;2010;M
940;Justin;Bartha;1978;;M
941;Richard;Barthelmess;1895;1963;M
942;Sophie;Barthes;1974;;F
943;Freddie;Bartholomew;1924;1992;M
944;Andrzej;Bartkowiak;1950;;M
945;Bonnie;Bartlett;1929;;F
946;Peter;Bartlett;1942;;M
947;Laurie;Bartram;1958;2007;F
948;Billy;Barty;1924;2000;M
949;Jahnu;Barua;1952;;M
950;Jamuna;Barua;1919;2005;F
951;P.C.;Barua;1903;1951;M
952;Shakuntala;Barua;1947;;F
953;Jay;Baruchel;1982;;M
954;Bhakti;Barve;1948;2001;F
955;Mukta;Barve;1979;;F
956;Sunil;Barve;1966;;M
957;Léon;Bary;1880;1954;M
958;Mikhail;Baryshnikov;1948;;M
959;David Alan;Basche;1968;;M
960;Paz;Bascuñán;1975;;F
961;Richard;Basehart;1914;1984;M
962;Aleksandr;Bashirov;1955;;M
963;Oleg;Basilashvili;1934;;M
964;Kim;Basinger;1953;;F
965;James;Baskett;1904;1948;M
966;Vladimir;Basov;1923;1987;M
967;Alfie;Bass;1916;1987;M
968;Jules;Bass;1935;;M
969;Saul;Bass;1920;1996;M
970;Albert;Bassermann;1867;1952;M
971;Angela;Bassett;1958;;F
972;Linda;Bassett;1950;;F
973;Annalise;Basso;1998;;F
974;Gabriel;Basso;1994;;M
975;Alexandra;Bastedo;1946;2014;F
976;Steve;Bastoni;1966;;M
977;Othon;Bastos;1933;;M
978;Anurag;Basu;1974;;M
979;Bipasha;Basu;1979;;F
980;Ravi;Baswani;1946;2010;M
981;Aleksey;Batalov;1928;2017;M
982;Nikolai;Batalov;1899;1937;M
983;Beatriz;Batarda;1974;;F
984;Mengke;Bateer;1975;;M
985;Jason;Bateman;1969;;M
986;Talitha;Bateman;2001;;F
987;Alan;Bates;1934;2003;M
988;Barbara;Bates;1925;1969;F
989;Jeanne;Bates;1918;2007;F
990;Kathy;Bates;1948;;F
991;Michael;Bates;1920;1978;M
992;Randall;Batinkoff;1968;;M
993;Guillermo;Battaglia;1899;1988;M
994;Carlo;Battisti;1882;1977;M
995;Giuseppe;Battiston;1968;;M
996;Patrick;Bauchau;1938;;M
997;Vanessa;Bauche;1973;;F
998;Cate;Bauer;1922;;F
999;Chris;Bauer;1966;;M
1000;Steven;Bauer;1956;;M
1001;Noah;Baumbach;1969;;M
1002;Joséphine de La;Baume;1984;;F
1003;Harry;Baur;1880;1943;M
1004;Aurora;Bautista;1925;2012;F
1005;Dave;Bautista;1969;;M
1006;Mario;Bava;1914;1980;M
1007;Barbara;Baxley;1923;1990;F
1008;Anne;Baxter;1923;1985;F
1009;John;Baxter;1896;1975;M
1010;Keith;Baxter;1933;;M
1011;Kirk;Baxter;1972;;M
1012;Warner;Baxter;1889;1951;M
1013;Michael;Bay;1965;;M
1014;Susan;Bay;1943;;F
1015;Sareh;Bayat;1972;;F
1016;Nathalie;Baye;1948;;F
1017;Samuel;Bayer;1962;;M
1018;Vanessa;Bayer;1981;;F
1019;Wally;Bayola;1972;;M
1020;J.A.;Bayona;1975;;M
1021;Relja;Bašić;1930;2017;M
1022;Adam;Beach;1972;;M
1023;Michael;Beach;1963;;M
1024;Stephanie;Beacham;1947;;F
1025;Kate;Beahan;1974;;F
1026;Edith Bouvier;Beale;1917;2002;F
1027;Edith Ewing Bouvier;Beale;1895;1977;F
1028;Simon Russell;Beale;1961;;M
1029;Jennifer;Beals;1963;;F
1030;Orson;Bean;1928;;M
1031;Sean;Bean;1959;;M
1032;Matthew;Beard;1925;1981;M
1033;Stuart;Beattie;1972;;M
1034;Ned;Beatty;1937;;M
1035;Robert;Beatty;1909;1992;M
1036;Warren;Beatty;1937;;M
1037;William;Beaudine;1892;1970;M
1038;Harry;Beaumont;1888;1966;M
1039;Kathryn;Beaumont;1938;;F
1040;Susan;Beaumont;1936;;F
1041;Xavier;Beauvois;1967;;M
1042;Jim;Beaver;1950;;M
1043;Louise;Beavers;1902;1962;F
1044;George;Beban;1873;1928;M
1045;Tereza;Bebarová;1975;;F
1046;Lili;Bech;1883;1939;F
1047;John;Beck;1943;;M
1048;Julian;Beck;1925;1985;M
1049;Kimberly;Beck;1956;;F
1050;Graham;Beckel;1949;;M
1051;Ben;Becker;1964;;M
1052;Harold;Becker;1928;;M
1053;Jacques;Becker;1906;1960;M
1054;Jean;Becker;1933;;M
1055;Rolf;Becker;1935;;M
1056;Walt;Becker;1968;;M
1057;Wolfgang;Becker;1954;;M
1058;Scotty;Beckett;1929;1968;M
1059;Victoria;Beckham;1974;;F
1060;Kate;Beckinsale;1973;;F
1061;Reginald;Beckwith;1908;1965;M
1062;Bonnie;Bedelia;1948;;F
1063;Barbara;Bedford;1903;1981;F
1064;Brian;Bedford;1935;2016;M
1065;Kabir;Bedi;1946;;M
1066;Kenny;Bee;1953;;M
1067;Ford;Beebe;1888;1978;M
1068;Noah;Beery;1882;1946;M
1069;Wallace;Beery;1885;1949;M
1070;Damon;Beesley;1971;;M
1071;Ed;Begley;1901;1970;M
1072;Ed (Jr.);Begley;1949;;M
1073;Jr. Ed;Begley;1949;;M
1074;Mumtaz;Begum;1923;;F
1075;Nicole;Beharie;1985;;F
1076;Briony;Behets;1951;;F
1077;Kanu;Behl;1980;;M
1078;Liu;Bei;1967;;F
1079;Wangchao;Bei;1985;;M
1080;Jean-Jacques;Beineix;1946;;M
1081;Bérénice;Bejo;1967;;F
1082;Leïla;Bekhti;1984;;F
1083;Timur;Bekmambetov;1961;;M
1084;Frédérique;Bel;1975;;F
1085;Barbara;Bel Geddes;1922;2005;F
1086;Harry;Belafonte;1927;;M
1087;Charles;Belcher;1872;1943;M
1088;Ashley;Bell;1986;;F
1089;Emma;Bell;1986;;F
1090;Jamie;Bell;1986;;M
1091;Jillian;Bell;1984;;F
1092;Kristen;Bell;1980;;F
1093;Lake;Bell;1979;;F
1094;Marie;Bell;1900;1985;F
1095;Monta;Bell;1891;1958;M
1096;Tobin;Bell;1942;;M
1097;Zoë;Bell;1978;;F
1098;Bill;Bellamy;1965;;M
1099;Madge;Bellamy;1899;1990;F
1100;Ralph;Bellamy;1904;1991;M
1101;Camilla;Belle;1986;;F
1102;Kathleen;Beller;1956;;F
1103;Tony;Bellew;1982;;M
1104;Agostina;Belli;1947;;F
1105;Cal;Bellini;1935;2017;M
1106;Alberto;Bello;1897;1963;M
1107;Maria;Bello;1967;;F
1108;Michelle;Bello;1982;;F
1109;Marco;Bellocchio;1939;;M
1110;Gil;Bellows;1967;;M
1111;Monica;Bellucci;1964;;F
1112;Jean-Paul;Belmondo;1933;;M
1113;Véra;Belmont;1938;;F
1114;Natalya;Belokhvostikova;1951;;F
1115;Vladimir;Belokurov;1904;1973;M
1116;Yuri;Belov;1930;1991;M
1117;Robert;Beltran;1953;;M
1118;Andréa;Beltrão;1963;;F
1119;James;Belushi;1954;;M
1120;John;Belushi;1949;1982;M
1121;Lucas;Belvaux;1961;;M
1122;Rémy;Belvaux;1966;2006;M
1123;Yury;Belyayev;1947;;M
1124;Galina;Belyayeva;1961;;F
1125;Niu;Ben;1935;;M
1126;El Hedi;Ben Salem;1935;1977;M
1127;Bea;Benaderet;1906;1968;F
1128;Memo;Benassi;1886;1957;M
1129;Adel;Bencherif;1975;;M
1130;Robert;Benchley;1889;1945;M
1131;William;Bendix;1906;1964;M
1132;Carmelo;Bene;1937;2002;M
1133;László;Benedek;1905;1992;M
1134;Shyam;Benegal;1934;;M
1135;Adriana;Benetti;1919;2016;F
1136;Yves;Beneyton;1946;;M
1137;Norma;Bengell;1935;2013;F
1138;Valérie;Benguigui;1961;2013;F
1139;Roberto;Benigni;1952;;M
1140;Annette;Bening;1958;;F
1141;André;Benjamin;1975;;M
1142;Joseph;Benjamin;1976;;M
1143;Paul;Benjamin;1938;;M
1144;Richard;Benjamin;1938;;M
1145;David;Bennent;1966;;M
1146;Heinz;Bennent;1921;2011;M
1147;Spencer Gordon;Bennet;1893;1987;M
1148;Belle;Bennett;1891;1932;F
1149;Bruce;Bennett;1906;2007;M
1150;Compton;Bennett;1900;1974;M
1151;Constance;Bennett;1904;1965;F
1152;Eliza;Bennett;1992;;F
1153;Enid;Bennett;1893;1969;F
1154;Haley;Bennett;1988;;F
1155;Hywel;Bennett;1944;2017;M
1156;Jeff;Bennett;1962;;M
1157;Jimmy;Bennett;1996;;M
1158;Joan;Bennett;1910;1990;F
1159;Jonathan;Bennett;1981;;M
1160;Manu;Bennett;1969;;M
1161;Richard;Bennett;1870;1944;M
1162;Jack;Benny;1894;1974;M
1163;Melissa;Benoist;1988;;F
1164;Martin;Benrath;1926;2000;M
1165;Ashley;Benson;1989;;F
1166;Frank;Benson;1858;1939;M
1167;Jodi;Benson;1961;;F
1168;Robby;Benson;1956;;M
1169;Shaun;Benson;1976;;M
1170;Fabrizio;Bentivoglio;1957;;M
1171;Thomas;Bentley;1880;1950;M
1172;Wes;Bentley;1978;;M
1173;Robert;Benton;1932;;M
1174;Susanne;Benton;1948;;M
1175;Femi;Benussi;1945;;F
1176;Julie;Benz;1972;;F
1177;Murilo;Benício;1971;;M
1178;Iris;Berben;1950;;F
1179;Emmanuelle;Bercot;1967;;F
1180;Blaze;Berdahl;1980;;F
1181;Laxmikant;Berde;1954;2004;M
1182;Katalin;Berek;1930;2017;F
1183;Tom;Berenger;1949;;M
1184;Marisa;Berenson;1947;;F
1185;Bruce;Beresford;1940;;M
1186;Filip;Berg;1986;;M
1187;Peter;Berg;1964;;M
1188;Sonia;Bergamasco;1966;;F
1189;Teresa;Berganza;1935;;F
1190;Candice;Bergen;1946;;F
1191;Polly;Bergen;1930;2014;F
1192;Grete;Berger;1883;1930;F
1193;Helmut;Berger;1944;;M
1194;Ludwig;Berger;1892;1969;M
1195;Nicole;Berger;1934;1967;F
1196;Pablo;Berger;1963;;M
1197;Senta;Berger;1941;;F
1198;Éric;Berger;1969;;M
1199;Thommy;Berggren;1937;;M
1200;Hiroko;Berghauer;1936;2003;F
1201;Herbert;Berghof;1909;1990;M
1202;Patrick;Bergin;1951;;M
1203;Emily;Bergl;1975;;F
1204;Andrew;Bergman;1945;;M
1205;Anna;Bergman;1948;;F
1206;Henry;Bergman;1868;1946;M
1207;Ingmar;Bergman;1918;2007;M
1208;Ingrid;Bergman;1915;1982;F
1209;Mary Kay;Bergman;1961;1999;F
1210;Mats;Bergman;1948;;M
1211;Sandahl;Bergman;1951;;F
1212;Elisabeth;Bergner;1897;1986;F
1213;Àstrid;Bergès-Frisbey;1986;;F
1214;Francine;Bergé;1938;;F
1215;William;Berke;1903;1958;M
1216;Christian;Berkel;1957;;M
1217;Busby;Berkeley;1895;1976;M
1218;Xander;Berkeley;1955;;M
1219;Steven;Berkoff;1937;;M
1220;Greg;Berlanti;1972;;M
1221;Milton;Berle;1908;2002;M
1222;Abby;Berlin;1907;1965;M
1223;Brigid;Berlin;1939;;F
1224;Jeannie;Berlin;1949;;F
1225;Charles;Berling;1958;;M
1226;François;Berléand;1952;;M
1227;Monty;Berman;1913;2006;M
1228;Ted;Berman;1919;2001;M
1229;Gil;Bernal;1931;2011;M
1230;Ishmael;Bernal;1939;1996;M
1231;Joyce;Bernal;1968;;F
1232;Paul;Bernard;1898;1958;M
1233;Raymond;Bernard;1891;1977;M
1234;Nerio;Bernardi;1899;1971;M
1235;Edward;Bernds;1905;2000;M
1236;Sara;Berner;1912;1969;F
1237;Sandra;Bernhard;1955;;F
1238;Curtis;Bernhardt;1899;1981;M
1239;Kevin;Bernhardt;1961;;M
1240;Mélanie;Bernier;1985;;F
1241;Corbin;Bernsen;1954;;M
1242;Assaf;Bernstein;1970;;M
1243;Jon;Bernthal;1976;;M
1244;Claude;Berri;1934;2009;M
1245;Elizabeth;Berrington;1970;;F
1246;Jackie;Berroyer;1946;;M
1247;Chuck;Berry;1926;2017;M
1248;Glen;Berry;1978;;M
1249;Halle;Berry;1966;;F
1250;John;Berry;1917;1999;M
1251;Jules;Berry;1883;1951;M
1252;Ken;Berry;1933;;M
1253;Marilou;Berry;1983;;F
1254;Matt;Berry;1974;;M
1255;Richard;Berry;1950;;M
1256;Sudesh;Berry;1960;;M
1257;Dorothée;Berryman;1948;;F
1258;Julien;Bertheau;1910;1995;M
1259;Francesca;Bertini;1892;1985;F
1260;Juliet;Berto;1947;1990;F
1261;Bernardo;Bertolucci;1940;;M
1262;Jacob;Bertrand;2000;;M
1263;Bibi;Besch;1942;1996;F
1264;Ion;Besoiu;1931;2017;M
1265;Luc;Besson;1959;;M
1266;Edna;Best;1900;1974;F
1267;James;Best;1926;2015;M
1268;Leanne;Best;1980;;F
1269;Martine;Beswick;1941;;F
1270;Tabrett;Bethell;1981;;F
1271;Sabine;Bethmann;1931;;F
1272;Paul;Bettany;1971;;M
1273;Lyle;Bettger;1915;2003;M
1274;Laura;Betti;1927;2004;F
1275;Angela;Bettis;1973;;F
1276;Matthew;Betz;1881;1938;M
1277;Antoinette;Beumer;1962;;F
1278;Charlie;Bewley;1981;;M
1279;Turhan;Bey;1922;2012;M
1280;Alexander;Beyer;1973;;M
1281;Frank;Beyer;1932;2006;M
1282;Richard;Beymer;1938;;M
1283;;Beyoncé;1981;;F
1284;Rémi;Bezançon;1971;;M
1285;Sergey;Bezrukov;1973;;M
1286;Erdal;Beşikçioğlu;1935;2017;M
1287;Jaya;Bhaduri;1948;;M
1288;Krishna;Bhagavan;1965;;M
1289;M. K. Thyagaraja;Bhagavathar;1910;1959;M
1290;;Bhagwan;1913;2002;M
1291;;Bhagyaraj;1953;;M
1292;Jaswinder;Bhalla;1960;;M
1293;Madhur;Bhandarkar;1968;;M
1294;Samit;Bhanja;1944;2003;M
1295;Sanjay Leela;Bhansali;1963;;M
1296;;Bhanupriya;1966;;F
1297;Kishore;Bhanushali;1977;;M
1298;Tanikella;Bharani;1956;;M
1299;;Bharathan;1946;1998;M
1300;;Bharathi;1951;;F
1301;;Bharathiraja;1941;;M
1302;Vishal;Bhardwaj;1965;;M
1303;Manju;Bhargavi;1950;;F
1304;Divya;Bharti;1974;1993;F
1305;Adoor;Bhasi;1927;1990;M
1306;Sanjeev;Bhaskar;1963;;M
1307;Swara;Bhaskar;1988;;F
1308;P.;Bhaskaran;1924;2007;M
1309;Tamanna;Bhatia;1989;;M
1310;Tamannaah;Bhatia;1989;;F
1311;Deepti;Bhatnagar;1967;;F
1312;Hrishitaa;Bhatt;1981;;F
1313;Mahesh;Bhatt;1948;;M
1314;Pooja;Bhatt;1972;;F
1315;Urmila;Bhatt;1934;1997;F
1316;Vikram;Bhatt;1969;;M
1317;Abhi;Bhattacharya;1921;1993;M
1318;Basu;Bhattacharya;1934;1997;M
1319;Bijon;Bhattacharya;1917;1978;M
1320;Ace;Bhatti;1971;;M
1321;Jaspal;Bhatti;1955;2012;M
1322;;Bhavana;1986;;F
1323;A.;Bhimsingh;1924;1978;M
1324;Aryann;Bhowmik;1992;;M
1325;Bharat;Bhushan;1920;1992;M
1326;Gongbei;Bi;1978;;F
1327;Daniela;Bianchi;1942;;F
1328;Giorgio;Bianchi;1904;1967;M
1329;Tony Lo;Bianco;1936;;M
1330;Fu;Biao;1963;2005;M
1331;Leslie;Bibb;1974;;F
1332;Abner;Biberman;1909;1977;M
1333;Herbert;Biberman;1900;1971;M
1334;Bruno;Bichir;1967;;M
1335;Demián;Bichir;1963;;M
1336;Charles;Bickford;1891;1967;M
1337;Jean-Luc;Bideau;1940;;M
1338;Michael;Biehn;1956;;M
1339;Jessica;Biel;1982;;F
1340;Fabián;Bielinsky;1959;2006;M
1341;Paul;Biensfeldt;1869;1933;M
1342;Susanne;Bier;1960;;F
1343;Josef;Bierbichler;1948;;M
1344;Ramon;Bieri;1929;2001;M
1345;Craig;Bierko;1964;;M
1346;Claudio;Bigagli;1955;;M
1347;Kathryn;Bigelow;1951;;F
1348;Jason;Biggs;1978;;M
1349;Sangeeta;Bijlani;1965;;F
1350;Theodore;Bikel;1924;2015;M
1351;Paul;Bildt;1885;1967;M
1352;Haluk;Bilginer;1954;;M
1353;Tony;Bill;1940;;M
1354;Earl;Billings;1945;;M
1355;John;Billingsley;1960;;M
1356;Peter;Billingsley;1971;;M
1357;Francelia;Billington;1895;1934;F
1358;Rachel;Bilson;1981;;F
1359;Charles;Binamé;1949;;M
1360;Bai;Bing;1986;;F
1361;Fanbing;Bing;1981;;F
1362;Herman;Bing;1889;1947;M
1363;Shao;Bing;1968;;M
1364;Juliette;Binoche;1964;;F
1365;Benjamin;Biolay;1973;;M
1366;Mike;Birbiglia;1978;;M
1367;Thora;Birch;1982;;F
1368;Antonia;Bird;1951;2013;F
1369;Brad;Bird;1957;;M
1370;Laurie;Bird;1953;1979;F
1371;Simon;Bird;1984;;M
1372;Willy;Birgel;1891;1973;M
1373;Leo;Birinski;1884;1951;M
1374;Jane;Birkin;1946;;F
1375;Serafima;Birman;1890;1976;F
1376;Gil;Birmingham;1953;;M
1377;Laura;Birn;1981;;F
1378;Fernando;Birri;1925;2017;M
1379;Taner;Birsel;1959;;M
1380;Eva;Birthistle;1974;;F
1381;Roberto;Bisacco;1939;;M
1382;David;Bisbal;1979;;M
1383;Georges;Biscot;1889;1945;M
1384;Joey;Bishop;1918;2007;M
1385;Kevin;Bishop;1980;;M
1386;Kerry;Bishé;1984;;F
1387;Claudio;Bisio;1957;;M
1388;Whit;Bissell;1909;1996;M
1389;Jacqueline;Bisset;1944;;F
1390;;Biswajeet;1936;;M
1391;Chhabi;Biswas;1900;1962;M
1392;Seema;Biswas;1965;;F
1393;Tibor;Bitskey;1929;2015;M
1394;Lauren;Bittner;1980;;F
1395;Bill;Bixby;1934;1993;M
1396;Nadia;Bjorlin;1980;;F
1397;Irina;Björklund;1973;;F
1398;Gunnar;Björnstrand;1909;1986;M
1399;Claudia;Black;1972;;F
1400;Jack;Black;1969;;M
1401;Karen;Black;1939;2013;F
1402;Lewis;Black;1948;;M
1403;Lucas;Black;1982;;M
1404;Noel;Black;1937;2014;M
1405;Shane;Black;1961;;M
1406;Joan;Blackham;1929;;F
1407;Honor;Blackman;1925;;F
1408;Jeremy;Blackman;1987;;M
1409;Joan;Blackman;1938;;F
1410;Sidney;Blackmer;1895;1973;M
1411;Elizabeth;Blackmore;1987;;F
1412;Steven;Blacksmith;1988;;M
1413;Paul;Blackthorne;1969;;M
1414;Vas;Blackwood;1962;;M
1415;Rubén;Blades;1948;;M
1416;Ljiljana;Blagojević;1955;;F
1417;Gérard;Blain;1930;2000;M
1418;Vivian;Blaine;1921;1995;F
1419;Betsy;Blair;1923;2009;F
1420;Janet;Blair;1921;2007;F
1421;Linda;Blair;1959;;F
1422;Selma;Blair;1972;;F
1423;Wayne;Blair;1971;;M
1424;Pierre;Blaise;1952;1975;M
1425;Colin;Blakely;1930;1987;M
1426;Susan;Blakely;1948;;F
1427;J;Blakeson;1977;;M
1428;Ronee;Blakley;1945;;F
1429;Dominique;Blanc;1956;;F
1430;Manuel;Blanc;1968;;M
1431;Mel;Blanc;1908;1989;M
1432;Michel;Blanc;1952;;M
1433;Dominique;Blanchar;1927;;F
1434;Pierre;Blanchar;1892;1963;M
1435;Rachel;Blanchard;1976;;F
1436;Tammy;Blanchard;1976;;F
1437;Francis;Blanche;1921;1974;M
1438;Cate;Blanchett;1969;;F
1439;Eduardo;Blanco;1958;;M
1440;Billy;Blanks;1955;;M
1441;Alessandro;Blasetti;1900;1987;M
1442;William Peter;Blatty;1928;2017;M
1443;Moritz;Bleibtreu;1971;;M
1444;Claudiu;Bleonț;1959;;M
1445;Brian;Blessed;1936;;M
1446;Brenda;Blethyn;1946;;F
1447;Corbin;Bleu;1989;;M
1448;Bernard;Blier;1916;1989;M
1449;Bertrand;Blier;1939;;M
1450;Mary J.;Blige;1971;;F
1451;Boris;Blinov;1909;1943;M
1452;Lucille;Bliss;1916;2012;F
1453;Michael;Blodgett;1939;2007;M
1454;Sebastian;Blomberg;1972;;M
1455;Neill;Blomkamp;1979;;M
1456;Joan;Blondell;1906;1979;F
1457;Moon;Bloodgood;1975;;F
1458;Brian;Bloom;1970;;M
1459;Claire;Bloom;1931;;F
1460;Orlando;Bloom;1977;;M
1461;Verna;Bloom;1939;;F
1462;Eric;Blore;1887;1959;M
1463;Roberts;Blossom;1924;2011;M
1464;Lisa;Blount;1957;2010;F
1465;Ben;Blue;1901;1975;M
1466;Monte;Blue;1887;1963;M
1467;Betiana;Blum;1939;;F
1468;Mark;Blum;1950;;M
1469;Stuart;Blumberg;1969;;M
1470;Graeme;Blundell;1945;;M
1471;Emily;Blunt;1983;;F
1472;Lothaire;Bluteau;1957;;M
1473;Don;Bluth;1937;;M
1474;Maggie;Blye;1942;2016;F
1475;John G.;Blystone;1892;1938;M
1476;Stanley;Blystone;1894;1956;M
1477;Ann;Blyth;1928;;F
1478;Huang;Bo;1974;;M
1479;Huanghai;Bo;1976;;M
1480;Jianghong;Bo;1973;;F
1481;Eleanor;Boardman;1898;1991;F
1482;Freddie;Boath;1991;;M
1483;Michael;Boatman;1964;;M
1484;Sapp;Bob;1973;;M
1485;Uecker;Bob;1934;;M
1486;Kunchacko;Boban;1976;;M
1487;Anne;Bobby;1967;;F
